cell_name,MaxRn,SSRn,sag_ratio,rebound,rmp,tau,sag,VI_first,VI_last,PosSag
053023E,99.5469,88.0013,1.1312,-0.0267664,-65.3347,19.5642,0.112965,1,11,0.125734
