cell_name,APs[][0],maxHz[][0],current_injection[][0],initial_gain,max_gain,initial_ifreq_gain,max_ifreq_gain,train_current,SFA,CV,mAHP,threshold_current,threshold_t,AP_threshold,AP_peak,AP_amp,max_dvdt,min_dvdt,f_AHP,AP_HW,FI_first,FI_last,sag_subrheo,rebound_subrheo,fr_inst_max_gain,fr_avg_max_gain,i_max_gain,Vm_subrheo
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
AP053023E,[0 0 1 2 3 4 5 6 6 6 7 8 8 7 6],[0 0 1 7.7233 20.345 49.384 67.276 69.93 88.477 88.049 97.518 104.04 103.84 107.84 107.76],[50 100 150 200 250 300 350 400 450 500 550 600 650 700 750],0.02,0.02,0.246922,0.580792,,,,,150,80.6105,-42.6689,37.5961,80.265,203.033,-72.3357,34.0558,1.71423,14,28,0.0580368,0.0608034,49.3843,4,300,-54.3635
