cell_name,APs[][0],maxHz[][0],current_injection[][0],initial_gain,max_gain,initial_ifreq_gain,max_ifreq_gain,train_current,SFA,CV,mAHP,threshold_current,threshold_t,AP_threshold,AP_peak,AP_amp,max_dvdt,min_dvdt,f_AHP,AP_HW,FI_first,FI_last,sag_subrheo,rebound_subrheo,fr_inst_max_gain,fr_avg_max_gain,i_max_gain,Vm_subrheo
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
AP053023E,[11 24 35 39 42 36 37 32 26 23],[8.2961 16.836 27.087 71.937 108.94 107.23 118.24 116.27 123.66 124.12],[473.06 573.06 673.06 773.06 873.06 973.06 1073.1 1173.1 1273.1 1373.1],,0.11,,0.448494,473.062,2.60959,0.918963,-1.03749,473.062,74.2074,-41.9973,45.2374,87.2347,241.666,-84.6653,30.9709,1.52185,51,60,,,71.9367,39,773.062,
