cell_name,APs[][0],maxHz[][0],current_injection[][0],initial_gain,max_gain,initial_ifreq_gain,max_ifreq_gain,train_current,SFA,CV,mAHP,threshold_current,threshold_t,AP_threshold,AP_peak,AP_amp,max_dvdt,min_dvdt,f_AHP,AP_HW,FI_first,FI_last,sag_subrheo,rebound_subrheo,fr_inst_max_gain,fr_avg_max_gain,i_max_gain,Vm_subrheo
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
AP053023E,[0 2 5 8 9 9 9 9 10 11],[0 10.37 54.127 78.883 97.441 98.238 109.94 115.33 122.12 125.5],[100 200 300 400 500 600 700 800 900 1000],0.0175,0.03,0.21967,0.437572,900,2.75715,0.47699,20.5498,200,37.2652,-43.0727,39.0297,82.1023,222.76,-77.2676,37.9935,1.57123,29,38,0.128376,-70.2038,54.1274,5,300,-56.4174
