cell_name,APs[][0],maxHz[][0],current_injection[][0],initial_gain,max_gain,initial_ifreq_gain,max_ifreq_gain,train_current,SFA,CV,mAHP,threshold_current,threshold_t,AP_threshold,AP_peak,AP_amp,max_dvdt,min_dvdt,f_AHP,AP_HW,FI_first,FI_last,sag_subrheo,rebound_subrheo,fr_inst_max_gain,fr_avg_max_gain,i_max_gain,Vm_subrheo
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
AP053023E,[5 15 22 24 25 27 21 21 15 15],[0.74675 12.917 77.929 86.797 100.85 107.99 110.15 117.77 120.17 119.76],[418.19 518.19 618.19 718.19 818.19 918.19 1018.2 1118.2 1218.2 1318.2],,0.07,,0.650119,418.186,0.271815,0.94573,-4.80606,418.186,114.458,-41.7732,43.4356,85.2088,237.556,-97.8174,66.1166,1.60132,40,49,,,77.9292,22,618.186,
